Browser Size,Sessions,Pageviews
1020x840,95,159
1060x930,95,158
1120x800,95,165
1330x830,95,178
1360x870,95,168
1400x590,95,195
1410x910,95,154
1470x690,95,169
1510x660,95,166
1550x910,95,155
1570x850,95,193
1600x980,95,145
1710x820,95,165
1710x830,95,169
1730x960,95,187
1770x870,95,158
1780x850,95,174
320x750,95,102
360x380,95,115
530x820,95,153
630x580,95,142
650x750,95,153
690x630,95,122
690x690,95,143
700x630,95,140
720x620,95,143
840x770,95,145
1120x790,94,150
1260x490,94,160
1310x870,94,139
1330x840,94,204
1340x910,94,175
1390x860,94,168
1510x950,94,204
1540x930,94,212
1730x910,94,153
1800x920,94,191
2560x1240,94,162
390x790,94,110
490x920,94,111
600x940,94,110
720x330,94,143
780x680,94,134
930x770,94,181
950x900,94,176
990x930,94,187
1150x810,93,145
1250x950,93,142
1320x830,93,158
1330x930,93,159
1350x870,93,145
1360x570,93,154
1380x900,93,182
1390x890,93,137
1400x830,93,140
1400x860,93,138
1400x870,93,192
1430x610,93,141
1440x930,93,141
1450x870,93,176
1450x930,93,207
1470x800,93,177
1520x950,93,164
1540x970,93,133
1590x940,93,167
1740x920,93,171
1810x1070,93,154
1830x910,93,151
1870x890,93,146
1910x1060,93,146
800x770,93,135
920x450,93,131
970x920,93,180
1030x630,92,146
1100x540,92,169
1130x510,92,142
1160x930,92,163
1190x530,92,159
1220x920,92,155
1240x920,92,327
1250x470,92,296
1270x950,92,221
1380x840,92,180
1390x930,92,185
1420x930,92,166
1510x870,92,173
1570x790,92,148
1580x820,92,181
1590x750,92,153
1610x800,92,320
1610x810,92,160
1630x790,92,149
1640x830,92,152
1700x830,92,189
1810x880,92,161
2000x990,92,183
2050x960,92,167
230x320,92,104
340x470,92,110
430x570,92,111
490x740,92,123
640x340,92,111
780x610,92,148
920x920,92,147
940x620,92,163
940x660,92,137
980x480,92,118
980x680,92,142
1000x800,91,140
1020x470,91,226
1030x930,91,166
1070x930,91,179
1160x790,91,151
1200x870,91,151
1210x900,91,151
1270x850,91,137
1330x860,91,144
1340x880,91,158
1340x920,91,165
1360x830,91,144
1440x990,91,164
1450x920,91,164
1470x770,91,169
1500x820,91,143
1510x900,91,145
1530x820,91,238
1530x840,91,207
1620x930,91,133
1630x930,91,180
1650x810,91,140
1690x880,91,176
1820x1010,91,133
230x270,91,120
380x30,91,94
620x540,91,131
670x590,91,124
680x630,91,116
680x700,91,130
700x600,91,152
960x600,91,133
970x650,91,135
980x930,91,150
1070x490,90,152
1080x800,90,125
1130x810,90,122
1170x790,90,145
1190x780,90,189
1190x930,90,163
1220x880,90,167
1250x820,90,181
1300x910,90,164
1390x950,90,183
1410x600,90,192
1450x780,90,151
1500x640,90,154
1500x780,90,175
1500x910,90,139
1510x880,90,150
1560x780,90,134
1610x930,90,213
1630x820,90,203
1640x820,90,179
1700x880,90,127
1770x880,90,176
400x730,90,113
720x610,90,121
730x620,90,128
750x680,90,125
820x770,90,130
830x800,90,183
880x690,90,128
880x760,90,133
890x930,90,125
940x670,90,174
950x770,90,160
990x670,90,181
990x900,90,167
1000x920,89,197
1050x580,89,140
1070x460,89,157
1130x530,89,150
1230x810,89,203
1240x890,89,238
1310x570,89,133
1320x820,89,127
1360x900,89,128
1390x830,89,147
1470x810,89,177
1520x930,89,183
1530x810,89,166
1550x950,89,170
1560x750,89,140
1580x680,89,160
1580x930,89,130
1620x820,89,166
1650x960,89,128
1670x800,89,138
1760x930,89,179
1770x920,89,154
1780x960,89,143
1820x900,89,173
2610x1240,89,146
590x700,89,125
610x560,89,136
670x570,89,119
690x680,89,109
690x770,89,124
690x790,89,111
710x640,89,105
720x780,89,119
740x330,89,111
750x670,89,173
790x610,89,152
790x650,89,140
930x820,89,127
950x600,89,182
990x890,89,153
1000x580,88,168
1020x460,88,156
1040x560,88,148
1070x550,88,167
1220x840,88,188
1300x860,88,154
1330x820,88,146
1330x920,88,153
1380x820,88,139
1470x940,88,148
1550x740,88,153
1550x780,88,151
1550x820,88,119
1700x910,88,169
1720x830,88,181
1720x920,88,179
1730x810,88,171
1740x870,88,162
1740x910,88,172
1760x850,88,159
1900x800,88,109
400x690,88,110
510x660,88,106
590x280,88,113
710x620,88,123
740x660,88,120
790x790,88,120
850x770,88,109
980x660,88,140
1050x930,87,136
1070x480,87,112
1340x820,87,141
1340x850,87,164
1440x940,87,124
1470x950,87,249
1510x770,87,160
1530x870,87,164
1550x810,87,175
1560x950,87,148
1570x930,87,140
1710x850,87,168
1810x860,87,172
1810x930,87,135
2050x1020,87,181
660x720,87,130
680x590,87,137
800x1100,87,130
970x560,87,176
970x600,87,154
970x680,87,160
990x770,87,136
1000x570,86,161
1060x550,86,139
1110x930,86,139
1210x870,86,141
1220x820,86,178
1230x780,86,126
1270x940,86,143
1290x930,86,174
1300x840,86,232
1300x850,86,187
1380x600,86,187
1400x880,86,125
1460x920,86,191
1500x650,86,131
1510x940,86,168
1530x830,86,136
1530x910,86,136
1720x900,86,179
1730x940,86,133
1740x940,86,166
1750x920,86,153
1760x870,86,166
1760x920,86,156
2540x1220,86,121
2610x1010,86,164
380x410,86,107
420x680,86,112
50x10,86,103
660x570,86,129
730x650,86,118
740x640,86,141
820x790,86,130
830x790,86,156
840x820,86,136
850x650,86,132
900x770,86,150
920x770,86,139
960x900,86,139
980x590,86,303
980x650,86,169
1030x920,85,144
1040x800,85,138
1070x530,85,109
1110x790,85,143
1190x840,85,126
1220x790,85,157
1230x870,85,155
1240x840,85,161
1270x820,85,148
1290x910,85,132
1300x890,85,133
1300x930,85,140
1350x510,85,156
1350x850,85,169
1440x580,85,161
1460x910,85,132
1500x760,85,148
1590x710,85,181
1740x900,85,164
1820x870,85,150
2540x910,85,217
680x280,85,111
750x610,85,136
800x790,85,145
930x640,85,137
950x470,85,221
960x910,85,144
980x1470,85,105
980x570,85,152
1020x810,84,152
1040x510,84,161
1100x500,84,160
1120x920,84,161
1210x830,84,132
1230x860,84,165
1250x830,84,172
1290x890,84,138
1340x890,84,203
1360x930,84,178
1390x920,84,150
1420x940,84,166
1460x670,84,165
1560x810,84,167
1590x950,84,145
1780x990,84,176
1840x910,84,186
1980x1190,84,103
2030x1080,84,152
300x300,84,378
350x540,84,112
660x760,84,120
890x680,84,132
920x680,84,118
1020x870,83,141
1040x810,83,151
1180x890,83,135
1210x810,83,134
1270x530,83,141
1270x840,83,127
1450x940,83,140
1610x780,83,242
1660x790,83,116
1730x950,83,128
1840x870,83,157
1870x880,83,191
1880x860,83,116
1890x970,83,133
1910x1080,83,141
1910x830,83,178
1910x840,83,173
1920x850,83,151
340x530,83,99
640x590,83,163
690x590,83,133
700x810,83,104
760x600,83,138
940x650,83,135
960x660,83,140
970x770,83,178
970x880,83,129
1000x480,82,130
1000x770,82,132
1070x540,82,137
1140x790,82,134
1170x780,82,144
1400x890,82,140
1410x830,82,192
1550x940,82,126
1700x940,82,214
1710x920,82,129
1710x940,82,171
1760x980,82,167
1770x930,82,207
1860x960,82,139
1900x810,82,149
2530x1160,82,270
300x500,82,105
380x840,82,123
410x490,82,106
640x710,82,142
660x680,82,111
710x660,82,111
730x610,82,106
740x800,82,139
750x800,82,128
800x640,82,125
920x800,82,104
940x610,82,118
990x580,82,135
1060x540,81,141
1200x930,81,151
1310x550,81,161
1320x570,81,127
1340x830,81,136
1340x950,81,191
1460x820,81,175
1610x940,81,134
1700x900,81,193
1740x850,81,152
1810x960,81,177
1920x1100,81,167
610x600,81,105
630x640,81,109
640x150,81,128
730x640,81,135
750x820,81,106
760x640,81,168
770x640,81,157
800x680,81,105
930x900,81,122
960x640,81,133
960x650,81,160
1010x930,80,106
1050x470,80,102
1050x920,80,126
1160x810,80,173
1170x930,80,142
1190x880,80,146
1190x920,80,191
1300x900,80,138
1420x1610,80,183
1480x950,80,162
1560x790,80,150
1600x960,80,187
1680x980,80,119
1700x1300,80,103
1720x910,80,124
1830x870,80,128
1890x850,80,166
1920x1040,80,117
1920x1070,80,146
2540x1260,80,134
440x700,80,112
530x740,80,101
610x590,80,151
650x740,80,166
690x980,80,95
720x600,80,108
850x680,80,127
850x820,80,142
910x560,80,117
930x660,80,139
940x860,80,228
960x550,80,160
960x620,80,158
970x610,80,122
1110x500,79,143
1120x890,79,123
1150x930,79,142
1160x520,79,145
1170x810,79,153
1220x860,79,116
1230x910,79,120
1280x1230,79,263
1310x850,79,158
1390x600,79,142
1550x720,79,158
1550x770,79,165
1550x800,79,129
1560x940,79,131
1570x950,79,170
1680x1050,79,137
1720x860,79,116
1770x860,79,134
1770x960,79,148
1800x810,79,159
1860x870,79,192
2050x990,79,148
2610x1270,79,130
430x850,79,94
590x760,79,101
620x740,79,102
630x740,79,105
670x310,79,96
700x800,79,127
710x610,79,104
740x670,79,131
740x860,79,135
770x610,79,159
880x620,79,111
890x1010,79,118
930x650,79,127
950x590,79,177
950x650,79,159
970x930,79,117
1020x430,78,122
1030x790,78,148
1050x510,78,121
1060x800,78,126
1120x930,78,145
1190x860,78,171
1210x530,78,149
1240x870,78,133
1260x1270,78,109
1290x920,78,130
1300x950,78,139
1330x950,78,195
1360x950,78,162
1390x850,78,163
1400x910,78,153
1410x950,78,146
1490x780,78,138
1490x910,78,117
1560x820,78,104
1610x950,78,161
1720x850,78,183
1720x940,78,123
1750x960,78,147
1770x910,78,131
1780x840,78,193
1840x960,78,180
2050x980,78,125
660x790,78,128
670x820,78,129
720x280,78,126
730x820,78,110
740x600,78,133
740x820,78,102
780x660,78,121
780x820,78,99
790x820,78,111
830x600,78,177
900x600,78,163
910x680,78,125
910x770,78,135
930x940,78,383
940x440,78,154
940x600,78,163
950x660,78,134
960x450,78,131
1050x800,77,183
1190x820,77,128
1230x920,77,169
1290x900,77,129
1410x960,77,167
1450x620,77,194
1450x910,77,127
1460x650,77,131
1500x790,77,146
1610x820,77,156
1620x800,77,172
1700x930,77,117
1720x890,77,113
1830x880,77,128
1880x880,77,110
2130x1080,77,190
640x700,77,89
780x640,77,136
780x800,77,108
920x650,77,130
940x460,77,121
950x790,77,135
950x890,77,149
960x540,77,145
970x670,77,111
980x770,77,171
1000x560,76,122
1020x960,76,133
1100x790,76,137
1210x880,76,118
1270x520,76,163
1470x680,76,139
1530x730,76,316
1560x910,76,114
1570x800,76,176
1580x1000,76,197
1600x700,76,149
1610x830,76,140
1630x780,76,158
1640x790,76,200
1760x950,76,107
1820x910,76,141
1830x860,76,187
1840x900,76,142
1880x960,76,164
300x510,76,88
380x790,76,135
400x740,76,86
430x760,76,99
780x620,76,116
790x660,76,100
800x650,76,116
860x640,76,123
910x610,76,97
950x800,76,134
970x570,76,112
1010x920,75,125
1030x490,75,116
1040x530,75,147
1130x790,75,117
1220x810,75,127
1240x850,75,122
1240x950,75,198
1290x850,75,126
1470x670,75,160
1490x940,75,143
1580x940,75,156
1590x720,75,159
1670x780,75,205
1700x850,75,128
1850x860,75,116
1850x870,75,155
2050x940,75,159
2550x1220,75,116
360x400,75,82
730x840,75,106
750x600,75,124
760x650,75,105
770x670,75,92
810x680,75,108
820x680,75,131
830x1070,75,120
840x610,75,109
860x600,75,93
900x650,75,129
920x640,75,132
980x800,75,146
1020x920,74,247
1100x510,74,127
1150x490,74,181
1260x1260,74,124
1280x850,74,133
1290x950,74,123
1340x940,74,148
1520x960,74,96
1540x960,74,100
1550x830,74,122
1700x1230,74,159
1700x920,74,118
1860x860,74,162
1910x1070,74,113
330x570,74,120
350x610,74,105
600x600,74,120
620x510,74,144
680x570,74,100
740x620,74,102
780x490,74,101
790x590,74,101
810x1060,74,109
830x650,74,109
870x770,74,155
920x390,74,312
920x620,74,100
940x590,74,109
940x800,74,150
950x610,74,116
950x640,74,97
980x540,74,170
980x630,74,109
1010x900,73,131
1180x920,73,127
1220x890,73,125
1300x560,73,96
1300x820,73,122
1320x550,73,174
1340x930,73,121
1360x910,73,164
1370x1000,73,142
1380x830,73,124
1380x950,73,157
1400x980,73,102
1600x740,73,142
1640x810,73,120
1690x750,73,152
1820x860,73,197
1920x1050,73,116
2080x1130,73,331
2550x1230,73,111
610x620,73,107
750x630,73,105
770x820,73,106
800x360,73,113
910x960,73,125
920x560,73,107
930x590,73,98
930x680,73,124
930x870,73,126
950x530,73,115
960x610,73,103
970x950,73,98
980x900,73,130
990x550,73,139
1010x910,72,113
1040x930,72,130
1070x800,72,130
1080x920,72,123
1090x800,72,115
1160x780,72,130
1210x820,72,100
1290x870,72,174
1310x830,72,154
1320x560,72,139
1360x1030,72,172
1380x590,72,192
1430x600,72,140
1430x940,72,138
1440x960,72,113
1480x770,72,134
1580x650,72,116
1710x880,72,161
1710x910,72,132
1810x840,72,139
1820x880,72,102
2610x1340,72,98
400x660,72,84
410x530,72,84
420x620,72,83
430x830,72,80
650x700,72,100
660x700,72,93
680x770,72,106
730x860,72,117
820x600,72,95
830x350,72,88
830x960,72,103
930x610,72,114
950x620,72,126
960x520,72,104
960x580,72,97
1100x490,71,158
1110x520,71,148
1140x880,71,189
1150x920,71,111
1180x930,71,129
1200x510,71,106
1210x520,71,130
1220x930,71,142
1230x890,71,113
1240x500,71,154
1240x520,71,101
1240x820,71,112
1260x970,71,124
1360x880,71,165
1370x550,71,118
1380x920,71,176
1400x960,71,147
1490x680,71,181
1510x670,71,114
1560x830,71,102
1570x730,71,109
1620x830,71,129
1640x800,71,126
1700x1000,71,139
1710x800,71,127
400x720,71,92
530x720,71,83
630x700,71,182
720x660,71,99
730x630,71,111
780x650,71,99
810x790,71,84
820x640,71,193
850x670,71,140
860x620,71,102
900x590,71,134
910x790,71,147
910x890,71,166
920x540,71,190
920x600,71,112
920x660,71,112
930x450,71,105
940x540,71,163
980x580,71,96
1000x550,70,109
1070x1610,70,106
1210x510,70,140
1220x510,70,129
1220x520,70,139
1220x850,70,134
1280x1300,70,133
1290x880,70,143
1330x910,70,191
1360x940,70,110
1480x940,70,190
1570x940,70,111
1650x750,70,154
1660x780,70,125
1730x790,70,123
1740x840,70,137
1770x950,70,121
1780x1060,70,102
2550x1260,70,116
2560x1290,70,111
420x860,70,85
450x640,70,89
640x730,70,88
690x660,70,100
700x780,70,103
810x640,70,114
840x650,70,100
840x680,70,89
850x790,70,112
860x840,70,100
870x600,70,121
900x940,70,118
910x670,70,119
920x590,70,120
920x950,70,118
940x560,70,102
950x870,70,121
990x960,70,107
1000x930,69,139
1040x540,69,96
1100x940,69,105
1140x920,69,138
1150x840,69,107
1170x850,69,96
1210x930,69,115
1220x830,69,182
1220x870,69,133
1310x820,69,120
1350x940,69,142
1390x910,69,111
1400x940,69,119
1450x950,69,143
1470x660,69,115
1490x960,69,126
1570x830,69,153
1700x1330,69,117
1810x940,69,103
1830x940,69,108
1870x870,69,132
1910x1040,69,120
2030x1070,69,108
2050x930,69,102
360x410,69,82
570x240,69,102
620x720,69,104
650x710,69,129
660x580,69,106
700x590,69,120
740x610,69,96
750x840,69,93
760x590,69,139
760x620,69,99
760x630,69,94
760x670,69,119
770x660,69,108
780x590,69,109
800x820,69,131
840x790,69,95
840x800,69,120
850x660,69,166
900x930,69,97
910x630,69,115
910x910,69,120
920x910,69,112
920x960,69,104
950x630,69,130
950x670,69,111
970x910,69,112
990x940,69,99
1060x490,68,148
1080x890,68,132
1170x520,68,127
1210x860,68,93
1230x850,68,105
1280x1250,68,96
1300x870,68,111
1370x540,68,111
1410x940,68,125
1460x660,68,104
1670x760,68,139
1680x760,68,89
1710x960,68,111
1770x850,68,124
1820x950,68,100
1850x980,68,101
320x640,68,85
360x440,68,80
590x240,68,125
600x810,68,131
600x850,68,93
610x570,68,103
650x760,68,105
670x580,68,124
690x820,68,87
710x600,68,112
730x600,68,102
730x660,68,108
730x800,68,140
750x810,68,127
770x980,68,94
850x620,68,152
860x790,68,99
870x640,68,93
890x640,68,105
940x1080,68,121
950x820,68,110
960x970,68,102
990x910,68,100
1010x940,67,100
1070x780,67,121
1110x920,67,108
1120x520,67,142
1170x840,67,109
1170x920,67,105
1190x510,67,112
1240x510,67,94
1470x960,67,113
1480x670,67,148
1520x630,67,110
1530x780,67,115
1560x730,67,175
1570x720,67,108
1600x710,67,95
1810x950,67,110
1870x1010,67,124
2180x1040,67,111
2480x1340,67,103
2540x1170,67,163
330x470,67,84
350x560,67,82
360x490,67,84
400x700,67,82
420x730,67,124
540x690,67,94
640x660,67,91
640x680,67,86
760x610,67,81
870x650,67,130
870x800,67,143
880x770,67,121
900x680,67,161
910x950,67,107
920x900,67,122
930x560,67,142
930x800,67,115
960x630,67,136
1010x1030,66,116
1040x550,66,127
1060x860,66,139
1090x930,66,128
1100x900,66,124
1130x930,66,116
1140x780,66,147
1180x900,66,93
1190x910,66,139
1210x920,66,108
1220x900,66,96
1270x510,66,125
1440x950,66,202
1450x650,66,113
1500x940,66,120
1550x960,66,109
1590x980,66,103
1650x780,66,98
1750x840,66,133
1780x1020,66,107
1860x880,66,99
2540x1460,66,95
650x560,66,93
710x670,66,117
760x800,66,110
790x800,66,98
810x650,66,165
830x660,66,116
830x680,66,95
840x990,66,108
860x680,66,76
890x590,66,101
890x650,66,92
890x670,66,149
900x920,66,92
920x670,66,87
930x890,66,132
940x630,66,86
960x590,66,104
960x670,66,130
980x560,66,115
990x850,66,103
1020x890,65,112
1040x920,65,136
1060x790,65,123
1140x810,65,90
1140x910,65,103
1150x500,65,115
1160x910,65,177
1160x920,65,114
1250x960,65,123
1350x950,65,102
1350x960,65,113
1440x570,65,100
1450x640,65,128
1500x960,65,123
1610x790,65,125
1700x1030,65,114
1750x950,65,91
1770x980,65,101
1820x930,65,107
1870x860,65,99
230x240,65,76
240x230,65,76
2560x1280,65,105
2610x1310,65,93
370x710,65,71
430x610,65,92
630x730,65,80
780x570,65,114
800x320,65,103
800x670,65,123
820x330,65,86
840x640,65,101
860x610,65,106
880x930,65,100
900x640,65,126
900x790,65,106
910x870,65,86
1000x530,64,119
1000x950,64,83
1020x780,64,127
1040x490,64,93
1060x870,64,114
1110x780,64,86
1130x780,64,96
1160x900,64,120
1180x950,64,109
1190x890,64,150
1190x900,64,110
1230x820,64,97
1230x840,64,116
1240x880,64,108
1280x1310,64,168
1300x940,64,85
1420x960,64,138
1460x950,64,107
1490x950,64,110
1520x940,64,132
1560x800,64,105
1680x1000,64,99
1680x1020,64,102
1740x980,64,113
1780x970,64,100
1800x940,64,128
2030x1030,64,109
2030x1060,64,88
2550x1380,64,125
320x390,64,70
540x700,64,81
610x730,64,97
720x670,64,80
730x670,64,94
820x650,64,108
830x620,64,128
850x590,64,114
860x770,64,107
860x820,64,116
870x790,64,130
910x620,64,122
910x940,64,105
910x970,64,86
930x670,64,106
930x910,64,156
940x550,64,97
940x790,64,94
970x940,64,142
990x540,64,119
1010x420,63,96
1010x790,63,116
1020x900,63,114
1040x460,63,104
1050x530,63,117
1070x920,63,126
1180x520,63,109
1200x1000,63,85
1200x830,63,116
1260x1240,63,131
1300x550,63,92
1500x950,63,127
1550x730,63,102
1560x760,63,115
1580x1070,63,127
1720x950,63,132
1790x1090,63,127
2610x1040,63,120
430x790,63,70
650x730,63,102
830x820,63,95
850x600,63,109
850x800,63,95
890x560,63,109
900x660,63,106
900x670,63,138
910x660,63,164
940x850,63,175
950x840,63,101
950x980,63,106
970x550,63,90
1010x950,62,113
1020x910,62,76
1040x790,62,108
1080x930,62,136
1100x810,62,120
1120x810,62,73
1120x910,62,105
1170x870,62,136
1200x880,62,123
1210x890,62,145
1280x1340,62,85
1290x820,62,75
1290x960,62,91
1390x940,62,128
1640x780,62,145
1660x770,62,138
1680x1010,62,93
1780x830,62,162
1800x950,62,83
1800x980,62,167
1850x880,62,86
1900x1450,62,113
1910x1100,62,136
2610x1590,62,117
320x720,62,78
340x430,62,70
410x870,62,71
500x740,62,72
570x230,62,70
620x660,62,72
630x630,62,106
640x750,62,86
650x580,62,98
650x720,62,99
700x570,62,97
800x410,62,81
800x610,62,101
810x1000,62,75
810x800,62,110
820x800,62,101
840x590,62,87
860x670,62,98
880x560,62,96
900x960,62,108
910x590,62,99
980x1420,62,81
990x800,62,97
1020x1220,61,92
1090x790,61,102
1110x490,61,99
1140x930,61,138
1150x830,61,141
1160x890,61,119
1200x910,61,90
1260x480,61,115
1270x1020,61,75
1310x950,61,76
1310x960,61,150
1320x970,61,108
1330x940,61,113
1420x600,61,126
1500x660,61,111
1510x960,61,120
1530x710,61,117
1620x960,61,109
1810x830,61,91
1860x1010,61,86
2540x920,61,81
360x310,61,76
630x710,61,80
670x560,61,125
710x590,61,142
710x850,61,103
710x900,61,87
730x280,61,80
770x360,61,164
800x620,61,104
820x900,61,89
840x560,61,91
840x950,61,181
870x680,61,110
880x660,61,82
890x1040,61,77
890x600,61,85
890x800,61,87
930x620,61,128
930x840,61,90
970x960,61,128
1000x490,60,187
1010x780,60,90
1010x960,60,111
1080x900,60,113
1090x920,60,80
1160x840,60,115
1230x510,60,89
1250x1280,60,100
1260x460,60,119
1270x1340,60,97
1290x830,60,106
1400x950,60,131
1560x960,60,76
1740x950,60,100
1800x900,60,160
1880x850,60,119
1910x1030,60,105
1910x1120,60,115
2050x1050,60,145
2140x1140,60,80
2610x1280,60,165
2610x1490,60,97
300x440,60,76
320x840,60,95
490x900,60,62
610x640,60,94
650x790,60,122
740x590,60,80
740x840,60,84
760x660,60,92
760x820,60,120
770x650,60,109
770x780,60,75
790x620,60,88
800x800,60,96
830x330,60,86
830x610,60,83
840x920,60,129
840x940,60,73
900x630,60,97
900x900,60,110
920x940,60,97
940x840,60,115
950x880,60,114
1030x540,59,109
1030x900,59,123
1050x900,59,85
1090x910,59,93
1120x840,59,111
1120x860,59,139
1150x820,59,79
1210x910,59,84
1230x940,59,101
1550x710,59,104
1570x960,59,109
1590x960,59,102
1720x780,59,181
1740x830,59,144
1840x860,59,80
1870x840,59,120
320x900,59,86
490x930,59,71
600x280,59,138
670x680,59,78
710x780,59,79
750x590,59,82
770x580,59,86
790x630,59,102
790x670,59,122
810x600,59,120
870x610,59,98
920x890,59,84
950x490,59,92
950x550,59,113
970x530,59,93
980x430,59,116
980x910,59,95
1020x450,58,92
1030x950,58,114
1050x520,58,97
1060x520,58,105
1090x810,58,133
1100x920,58,113
1110x840,58,97
1120x880,58,85
1150x900,58,122
1170x820,58,86
1170x830,58,103
1170x880,58,99
1200x950,58,124
1210x850,58,123
1480x960,58,120
1580x960,58,80
1610x770,58,106
1620x770,58,115
1700x950,58,83
1710x950,58,107
1750x810,58,114
1750x940,58,94
1880x1000,58,70
1920x840,58,78
430x800,58,64
440x750,58,76
620x680,58,96
690x570,58,74
810x610,58,91
810x780,58,77
820x610,58,89
820x660,58,81
850x840,58,80
860x660,58,75
890x630,58,111
920x870,58,130
930x570,58,101
950x570,58,99
980x460,58,128
1000x540,57,101
1000x900,57,91
1000x910,57,86
1040x900,57,104
1040x960,57,77
1060x500,57,101
1060x940,57,125
1070x810,57,113
1070x960,57,108
1100x1370,57,63
1100x880,57,88
1130x880,57,115
1130x900,57,107
1280x940,57,90
1390x960,57,92
1440x560,57,107
1530x960,57,95
1640x960,57,128
1720x810,57,92
1730x980,57,98
1820x840,57,139
2050x970,57,71
590x680,57,72
600x590,57,92
680x800,57,107
720x570,57,84
800x1150,57,71
810x620,57,77
820x910,57,77
840x670,57,83
850x640,57,96
870x630,57,99
880x630,57,103
880x650,57,101
880x670,57,151
900x620,57,97
920x610,57,105
940x820,57,145
950x1000,57,71
950x580,57,82
960x880,57,107
1010x430,56,110
1080x910,56,80
1090x840,56,78
1120x780,56,67
1140x860,56,93
1180x830,56,80
1180x880,56,70
1220x950,56,108
1290x940,56,112
1330x540,56,108
1330x960,56,89
1410x590,56,108
1430x960,56,114
1460x960,56,103
1600x720,56,87
1670x980,56,100
1700x810,56,98
1800x1010,56,98
1840x1100,56,71
230x310,56,98
290x640,56,79
340x560,56,67
390x600,56,70
410x510,56,70
620x700,56,77
630x750,56,64
710x630,56,102
760x570,56,141
760x810,56,97
770x600,56,87
770x800,56,74
800x630,56,88
810x660,56,115
820x620,56,85
830x640,56,82
830x840,56,83
840x890,56,85
880x920,56,89
890x570,56,94
890x610,56,100
890x960,56,84
900x580,56,83
900x950,56,75
940x570,56,129
950x860,56,75
960x870,56,84
960x890,56,104
980x940,56,81
1010x860,55,89
1010x870,55,107
1010x880,55,96
1020x950,55,98
1050x540,55,98
1060x920,55,82
1070x900,55,89
1080x880,55,87
1100x780,55,103
1130x520,55,98
1130x920,55,84
1140x840,55,95
1150x780,55,134
1190x850,55,99
1270x1250,55,93
1290x550,55,129
1320x990,55,105
1400x970,55,78
1440x970,55,78
1480x660,55,122
1530x790,55,95
1700x840,55,106
1700x960,55,144
1730x990,55,81
1760x810,55,142
1790x1000,55,74
2110x1090,55,145
330x480,55,67
360x340,55,61
360x750,55,65
490x730,55,89
490x870,55,93
490x880,55,92
650x680,55,69
680x670,55,66
720x630,55,81
770x630,55,93
780x670,55,78
830x590,55,77
830x670,55,113
840x970,55,70
860x650,55,101
920x630,55,96
970x800,55,92
1000x790,54,71
1000x870,54,87
1000x940,54,79
1010x1040,54,89
1040x940,54,103
1050x780,54,87
1060x780,54,78
1080x950,54,164
1100x870,54,95
1120x940,54,112
1130x840,54,89
1140x890,54,83
1180x500,54,103
1180x910,54,77
1180x960,54,101
1230x950,54,105
1570x710,54,86
1580x670,54,104
1610x760,54,132
1620x710,54,129
1630x760,54,125
1650x760,54,89
1720x960,54,104
1750x980,54,106
1790x810,54,88
1790x820,54,161
1830x960,54,89
390x470,54,64
650x660,54,70
680x950,54,71
730x590,54,96
730x890,54,116
750x570,54,94
790x640,54,90
810x670,54,77
810x910,54,80
820x820,54,86
840x620,54,79
870x590,54,80
880x610,54,118
880x640,54,67
880x790,54,112
920x840,54,78
930x600,54,87
950x460,54,87
950x560,54,73
980x550,54,81
1000x440,53,78
1010x810,53,85
1030x520,53,84
1030x890,53,99
1040x850,53,131
1050x870,53,77
1080x870,53,84
1110x910,53,148
1120x870,53,82
1120x900,53,114
1130x850,53,65
1130x950,53,89
1150x960,53,106
1160x510,53,96
1160x880,53,96
1170x860,53,95
1170x900,53,108
1230x830,53,87
1240x830,53,85
1270x1330,53,91
1470x640,53,174
1530x940,53,107
1560x720,53,88
1580x1030,53,87
1670x770,53,77
1690x710,53,124
1800x1070,53,104
1850x850,53,130
1890x820,53,101
1910x820,53,78
2540x1230,53,107
340x510,53,66
370x500,53,69
430x650,53,60
440x650,53,90
530x690,53,63
630x660,53,82
640x670,53,66
670x670,53,76
710x280,53,66
720x590,53,131
770x620,53,79
780x630,53,88
810x570,53,109
830x810,53,73
860x560,53,121
860x580,53,73
890x880,53,63
910x360,53,83
910x570,53,95
910x840,53,89
930x860,53,77
960x980,53,87
970x900,53,73
1020x790,52,67
1030x480,52,109
1030x510,52,85
1040x520,52,94
1050x1030,52,124
1050x810,52,80
1050x950,52,91
1070x910,52,81
1090x470,52,79
1090x780,52,90
1110x510,52,84
1130x890,52,75
1170x510,52,82
1180x940,52,100
1200x940,52,81
1320x980,52,106
1380x960,52,90
1490x670,52,101
1520x610,52,97
1590x1190,52,52
1830x840,52,76
1840x880,52,122
1880x980,52,82
450x770,52,89
460x780,52,63
480x720,52,96
650x690,52,86
730x570,52,192
790x330,52,89
790x810,52,73
830x560,52,91
840x570,52,85
840x860,52,76
850x610,52,97
870x410,52,92
890x790,52,81
900x500,52,74
920x790,52,69
960x800,52,77
970x790,52,88
980x950,52,76
980x960,52,116
990x810,52,78
1000x880,51,84
1030x780,51,85
1030x910,51,74
1040x820,51,110
1040x880,51,99
1050x940,51,91
1060x810,51,73
1100x910,51,92
1120x960,51,103
1150x860,51,105
1150x890,51,97
1240x940,51,99
1250x940,51,106
1270x1230,51,97
1340x960,51,99
1360x560,51,77
1430x590,51,114
1530x700,51,116
